ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
12785,44,63.84,3,2808.96,24/11/2019,1415,Shipped,Vintage Cars,157,S18_1662,CAF Imports,2300803447,201 Miller Street,Minato-ku,,USA,Natividad,Yoshi,Medium
12786,29,122.07,1,3540.0299999999997,11/11/2018,3081,Shipped,Motorcycles,147,S10_4962,"Clover Collections, Co.",7054644394,"C/ Moralzarzal, 86",South Brisbane,,USA,Cervantes,Laurence,Medium
12787,39,173.21,3,6755.1900000000005,29/01/2018,1483,Shipped,Vintage Cars,142,S18_1984,Herkku Gifts,4029951852,4092 Furth Circle,San Jose,,Singapore,Huxley,Veysel,Small
12788,26,85.41,2,2220.66,17/11/2019,1893,Shipped,Motorcycles,73,S24_1046,giftsbymail.co.uk,3869612487,7635 Spinnaker Dr.,Tsawassen,,USA,Labrune,Valarie,Medium
12789,37,53.27,9,1970.99,21/10/2019,2408,Shipped,Trucks and Buses,65,S24_3420,Gifts4AllAges.com,6935146997,43 rue St. Laurent,San Diego,,Japan,Holz,Michael,Small
12790,45,62.16,1,2797.2,17/08/2019,659,Shipped,Planes,41,S24_3969,"Toms Spezialitten, Ltd",4004728446,4092 Furth Circle,Madrid,,Finland,Hernandez,Daniel,Small
12791,49,54.33,5,2662.17,08/08/2018,1583,On Hold,Vintage Cars,76,S24_2000,Diecast Classics Inc.,4558709015,"Merchants House, 27-30 Merchant's Quay",Lille,,USA,Ferguson,Jan,Small
12792,33,158.69,5,5236.7699999999995,12/11/2018,3045,Shipped,Classic Cars,65,S24_3420,Toys4GrownUps.com,7682500218,"54, rue Royale",Koln,,Canada,Keitel,Dominique,Small
12793,11,176.83,5,1945.13,04/05/2019,245,Shipped,Trucks and Buses,62,S18_2957,"Norway Gifts By Mail, Co.",8327983199,5677 Strong St.,White Plains,,Singapore,Nelson,Daniel,Small
12794,45,104.1,7,4684.5,01/04/2020,337,Shipped,Motorcycles,50,S24_1628,Mini Gifts Distributors Ltd.,5173354676,5290 North Pendale Street,Philadelphia,,USA,Roulet,Valarie,Small
12795,41,165.68,12,6792.88,02/01/2019,1342,Shipped,Trucks and Buses,104,S18_3136,"Toms Spezialitten, Ltd",4813152691,"2, rue du Commerce",Bergamo,,USA,Devon,Henriette,Large
12796,21,57.51,17,1207.71,22/10/2019,3047,Shipped,Classic Cars,76,S24_2000,Mini Gifts Distributors Ltd.,4268003521,1785 First Street,Makati City,,Finland,Ibsen,Jesus,Medium
12797,22,67.2,7,1478.4,13/04/2019,2328,Shipped,Vintage Cars,142,S18_1984,Gifts4AllAges.com,9267901245,25 Maiden Lane,Koln,,Denmark,Sommer,Francisca,Small
12798,31,72.55,14,2249.0499999999997,26/11/2018,1696,Shipped,Classic Cars,136,S12_1666,Gift Depot Inc.,6345826274,2304 Long Airport Avenue,NYC,,France,Cassidy,Frederique,Small
12799,46,29.87,7,1374.02,30/08/2019,3291,Shipped,Vintage Cars,88,S24_3151,Gift Ideas Corp.,4030864403,Grenzacherweg 237,Lule,,UK,Victorino,Maria,Medium
12800,39,71.02,10,2769.7799999999997,28/10/2018,3073,Shipped,Trucks and Buses,141,S18_1129,Marseille Mini Autos,7108995283,201 Miller Street,Barcelona,,USA,O'Hara,Mary,Small
12801,36,72.96,14,2626.56,13/04/2019,1025,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,4166413678,Via Ludovico il Moro 22,Oulu,,USA,Pfalzheim,Valarie,Small
12802,33,119.0,8,3927.0,09/01/2018,337,Shipped,Planes,140,S24_3856,Signal Gift Stores,1655172455,Fauntleroy Circus,Aaarhus,,USA,Saveley,Valarie,Medium
12803,30,100.34,14,3010.2000000000003,02/10/2018,2022,Resolved,Planes,43,S50_1341,Super Scale Inc.,4400547910,78934 Hillside Dr.,NYC,,Spain,Kentary,Arnold,Medium
12804,34,97.76,12,3323.84,11/10/2019,1396,Shipped,Classic Cars,37,S24_2972,Reims Collectables,7020153380,897 Long Airport Avenue,London,,France,Petersen,Anna,Medium
12805,27,53.37,1,1440.99,04/11/2019,3461,Shipped,Motorcycles,109,S24_1785,Tekni Collectables Inc.,6298991987,"184, chausse de Tournai",North Sydney,,Spain,Natividad,Diego,Medium
12806,70,168.3,13,11781.0,03/09/2019,982,Shipped,Planes,115,S50_1392,Auto Canal Petit,6390133568,"Software Engineering Center, SEC Oy",Melbourne,,Australia,Saavedra,Sue,Medium
12807,28,74.6,5,2088.7999999999997,15/12/2019,1587,Shipped,Planes,43,S50_1341,"Australian Collectables, Ltd",6424591800,636 St Kilda Road,Madrid,,Italy,Donnermeyer,Marta,Medium
12808,43,73.98,4,3181.1400000000003,05/11/2019,1600,Shipped,Classic Cars,80,S700_3167,Souveniers And Things Co.,5667748274,4092 Furth Circle,Lule,,Italy,Hardy,Daniel,Large
12809,28,85.41,12,2391.48,05/11/2018,1961,On Hold,Classic Cars,58,S50_1514,Salzburg Collectables,8376221884,5677 Strong St.,San Rafael,,Australia,Karttunen,Valarie,Small
12810,28,53.18,3,1489.04,08/05/2018,869,Shipped,Motorcycles,79,S12_3990,Heintze Collectables,7562135781,1 rue Alsace-Lorraine,New Haven,,France,Cruz,Valarie,Small
12811,40,137.88,14,5515.2,29/04/2018,1587,Shipped,Classic Cars,37,S24_2972,Microscale Inc.,9399751559,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Paris,,Germany,Labrune,Kyung,Medium
12812,32,105.95,1,3390.4,28/09/2018,381,Shipped,Motorcycles,151,S12_3148,Signal Gift Stores,9851006833,Via Ludovico il Moro 22,NYC,,Norway,Franco,Eric,Small
12813,25,123.22,5,3080.5,29/04/2019,3452,Shipped,Ships,85,S24_3191,"Anna's Decorations, Ltd",9142966530,"Drammensveien 126 A, PB 744 Sentrum",Bergen,,USA,Tannamuri,Diego,Small
12814,41,41.03,5,1682.23,01/11/2019,1076,Shipped,Classic Cars,115,S12_4675,Petit Auto,1931807230,"Software Engineering Center, SEC Oy",Boston,,Norway,Pfalzheim,Elizabeth,Small
12815,34,39.43,12,1340.62,03/05/2020,1491,Shipped,Vintage Cars,141,S18_3685,Reims Collectables,5517910479,8616 Spinnaker Dr.,Boras,,Italy,Victorino,Pirkko,Small
12816,22,57.61,6,1267.42,22/10/2018,2235,Shipped,Classic Cars,121,S18_4600,"Corrida Auto Replicas, Ltd",1323606495,"C/ Moralzarzal, 86",Tsawassen,,Spain,Brown,Giovanni,Medium
12817,38,74.62,6,2835.5600000000004,03/09/2019,1174,Shipped,Classic Cars,163,S18_2238,The Sharp Gifts Warehouse,6782379673,59 rue de l'Abbaye,Kobenhavn,,Ireland,Keitel,Rosa,Medium
12818,36,153.26,8,5517.36,06/01/2020,1650,Shipped,Vintage Cars,115,S50_1392,"Saveley & Henriot, Co.",3443430555,"C/ Araquil, 67",Madrid,,Australia,Accorti,Diego,Medium
12819,43,106.89,7,4596.27,22/10/2018,583,Shipped,Vintage Cars,117,S12_3380,Osaka Souveniers Co.,7119415362,Via Ludovico il Moro 22,New Bedford,,Spain,Ibsen,Daniel,Small
12820,33,135.47,13,4470.51,06/06/2018,1238,Shipped,Motorcycles,99,S18_3320,Euro Shopping Channel,6932070869,Torikatu 38,Marseille,,Spain,Devon,Valarie,Medium
12821,32,162.19,3,5190.08,07/05/2018,2721,Shipped,Classic Cars,207,S12_1108,Reims Collectables,2927712907,7825 Douglas Av.,Madrid,,Spain,Thompson,Giovanni,Large
12822,35,64.93,1,2272.55,19/07/2019,2383,Shipped,Motorcycles,60,S18_2248,Alpha Cognac,9796289945,25593 South Bay Ln.,Reggio Emilia,,Canada,Henriot,Leslie,Small
12823,43,101.89,15,4381.27,20/05/2018,2900,Shipped,Classic Cars,127,S18_2325,"La Corne D'abondance, Co.",9578068137,897 Long Airport Avenue,Munich,,Denmark,Frick,Giovanni,Medium
12824,46,87.48,15,4024.0800000000004,08/08/2018,1690,Shipped,Vintage Cars,99,S18_3320,The Sharp Gifts Warehouse,2567325423,"C/ Moralzarzal, 86",Melbourne,,USA,Nelson,Juri,Medium
12825,39,90.57,4,3532.2299999999996,11/05/2019,3497,Shipped,Classic Cars,163,S18_2238,"Stylish Desk Decors, Co.",5574875190,7476 Moss Rd.,San Jose,,Norway,Freyre,Laurence,Small
12826,34,100.77,3,3426.18,08/09/2019,2335,In Process,Ships,68,S32_4289,Mini Gifts Distributors Ltd.,5171329322,5677 Strong St.,Stavern,,Canada,Freyre,Michael,Small
12827,29,164.0,18,4756.0,12/11/2018,673,Shipped,Planes,62,S18_3782,Scandinavian Gift Ideas,8870427350,Village Close - 106 Linden Road Sandown,Madrid,,Australia,Yoshido,Maria,Medium
12828,21,94.14,3,1976.94,28/04/2018,2475,Shipped,Vintage Cars,65,S24_3420,FunGiftIdeas.com,8845136112,59 rue de l'Abbaye,North Sydney,,USA,Holz,Wendy,Medium
12829,55,61.23,12,3367.6499999999996,10/12/2019,466,Shipped,Ships,90,S24_2766,"Australian Collectors, Co.",2052906286,"C/ Moralzarzal, 86",NYC,,USA,Thompson,Wing C,Small
12830,47,112.97,2,5309.59,06/05/2020,2476,Shipped,Trucks and Buses,81,S50_4713,Euro Shopping Channel,5759275904,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Madrid,,Australia,Thompson,Georg,Small
12831,40,103.75,9,4150.0,28/06/2019,196,In Process,Classic Cars,60,S18_2432,FunGiftIdeas.com,5278363131,1785 First Street,Singapore,,USA,Freyre,Valarie,Medium
12832,23,66.99,10,1540.77,10/08/2018,2516,Shipped,Vintage Cars,101,S700_2824,Auto-Moto Classics Inc.,8349478714,361 Furth Circle,NYC,,USA,Young,Maria,Small
12833,21,94.58,2,1986.18,17/08/2019,2376,Shipped,Trains,107,S24_3432,"UK Collectables, Ltd.",4004172364,27 rue du Colonel Pierre Avia,Oulu,,Italy,Yoshido,Juri,Medium
12834,41,84.3,7,3456.2999999999997,15/11/2019,441,Shipped,Trucks and Buses,117,S24_2887,"AV Stores, Co.",1989109988,2440 Pompton St.,Madrid,,USA,Tonini,Jeff,Small
12835,27,43.05,1,1162.35,21/09/2018,1756,Shipped,Trains,117,S12_3380,The Sharp Gifts Warehouse,8953725785,Village Close - 106 Linden Road Sandown,Espoo,,USA,Freyre,Jeff,Small
12836,44,105.18,8,4627.92,01/11/2019,1556,In Process,Trucks and Buses,90,S700_2047,Auto Canal Petit,3309400169,5290 North Pendale Street,Manchester,,Sweden,Perrier,Tony,Medium
12837,32,60.58,6,1938.56,13/10/2019,1759,Shipped,Motorcycles,136,S12_1666,Euro Shopping Channel,1080112256,361 Furth Circle,London,,USA,Freyre,Martine,Medium
12838,28,48.52,16,1358.5600000000002,23/07/2019,2413,Shipped,Ships,40,S32_2206,Super Scale Inc.,2403149018,3758 North Pendale Street,Kobenhavn,,USA,Freyre,Wendy,Small
12839,39,131.49,3,5128.110000000001,20/07/2019,1225,Shipped,Trucks and Buses,35,S24_2840,Petit Auto,4260428749,4092 Furth Circle,Manchester,,Denmark,Yu,Roland,Small
12840,39,120.53,8,4700.67,08/05/2019,3472,Shipped,Trucks and Buses,58,S50_1514,Euro Shopping Channel,7707073147,7476 Moss Rd.,Minato-ku,,USA,Freyre,Pirkko,Small
12841,22,74.51,1,1639.22,09/12/2018,1993,Shipped,Vintage Cars,169,S18_3232,Classic Legends Inc.,3882206522,Mehrheimerstr. 369,Kobenhavn,,Japan,Nelson,Roland,Small
12842,45,71.67,2,3225.15,16/09/2019,1329,Shipped,Planes,81,S50_4713,Handji Gifts& Co,4223362249,7 Allen Street,North Sydney,,Spain,Natividad,Francisca,Large
12843,38,128.48,4,4882.24,05/11/2019,2988,Shipped,Planes,112,S24_1578,Euro Shopping Channel,7943153894,?kergatan 24,Las Vegas,,Australia,King,Matti,Medium
12844,50,154.47,2,7723.5,14/10/2019,3357,Shipped,Planes,99,S700_3962,CAF Imports,3101216850,7825 Douglas Av.,Boras,,USA,Tam,Dominique,Small
12845,36,155.76,3,5607.36,27/06/2018,691,Shipped,Vintage Cars,117,S12_3380,Euro Shopping Channel,4145774270,Hansastr. 15,Torino,,France,Tam,Wing C,Large
12846,22,101.71,5,2237.62,12/01/2019,2655,Shipped,Planes,99,S18_3320,Mini Gifts Distributors Ltd.,3356097199,5677 Strong St.,Newark,,Singapore,Freyre,Diego,Small
12847,32,54.09,10,1730.88,15/03/2019,636,Shipped,Classic Cars,54,S32_2509,Marta's Replicas Co.,3832950389,"67, rue des Cinquante Otages",Philadelphia,,Spain,Brown,Diego,Small
12848,19,77.34,8,1469.46,02/12/2018,1999,In Process,Motorcycles,62,S18_2957,Online Diecast Creations Co.,3639593366,"Drammen 121, PR 744 Sentrum",Paris,,France,Tonini,Diego,Medium
12849,32,192.05,9,6145.6,12/04/2019,996,Shipped,Vintage Cars,193,S10_4698,Land of Toys Inc.,2364367909,1900 Oak St.,Singapore,,USA,Saavedra,Valarie,Small
12850,41,71.73,3,2940.9300000000003,10/02/2020,3173,Shipped,Vintage Cars,100,S700_3505,Technics Stores Inc.,3464893625,"C/ Moralzarzal, 86",San Rafael,,France,O'Hara,Michael,Large
12851,34,66.49,2,2260.66,12/11/2018,662,Shipped,Ships,150,S12_2823,Danish Wholesale Imports,8462604920,897 Long Airport Avenue,Vancouver,,France,Roel,Daniel,Medium
12852,43,118.61,2,5100.23,28/05/2018,380,Shipped,Classic Cars,57,S24_1444,Baane Mini Imports,6133105245,Via Monte Bianco 34,Madrid,,Spain,Accorti,Janine,Medium
12853,29,44.78,9,1298.6200000000001,03/11/2019,2140,Shipped,Classic Cars,207,S12_1108,Mini Auto Werke,8009115638,201 Miller Street,Madrid,,USA,Keitel,Wendy,Small
12854,23,199.49,10,4588.27,11/03/2019,833,Shipped,Motorcycles,95,S10_1678,La Rochelle Gifts,2269347129,"67, rue des Cinquante Otages",Oulu,,Norway,Accorti,Kwai,Medium
12855,26,84.01,5,2184.26,15/11/2019,1514,Shipped,Trucks and Buses,124,S18_1589,"Royal Canadian Collectables, Ltd.",2300234632,"25, rue Lauriston",Montreal,,Spain,Thompson,Daniel,Small
12856,34,135.43,3,4604.62,21/10/2019,3517,Shipped,Vintage Cars,118,S700_2834,Euro Shopping Channel,6759023498,782 First Street,Madrid,,USA,Huxley,Martine,Small
12857,34,71.25,2,2422.5,04/03/2020,1124,In Process,Vintage Cars,57,S24_1444,giftsbymail.co.uk,6880960711,Via Monte Bianco 34,Torino,,Belgium,Freyre,Juri,Medium
12858,29,190.68,8,5529.72,29/04/2018,1156,Shipped,Classic Cars,121,S18_4600,Mini Gifts Distributors Ltd.,5321125857,"25, rue Lauriston",Madrid,,USA,Nelson,Miguel,Medium
12859,20,36.66,2,733.1999999999999,15/10/2019,1058,Shipped,Motorcycles,50,S18_4668,"AV Stores, Co.",2609202426,Mehrheimerstr. 369,Allentown,,Australia,Ferguson,Giovanni,Large
12860,50,105.33,8,5266.5,30/08/2019,337,Shipped,Vintage Cars,146,S18_3482,"UK Collectables, Ltd.",2878554986,8616 Spinnaker Dr.,Madrid,,USA,Barajas,Eduardo,Medium
12861,47,134.05,6,6300.35,29/03/2019,2885,Shipped,Classic Cars,65,S24_3420,Enaco Distributors,5998329840,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Liverpool,,USA,Nelson,Mary,Medium
12862,27,69.04,5,1864.0800000000002,21/07/2019,3085,Shipped,Motorcycles,49,S72_1253,Vitachrome Inc.,7553239704,3758 North Pendale Street,Aaarhus,,UK,Shimamura,Kyung,Small
12863,44,100.87,3,4438.280000000001,07/05/2019,1961,Shipped,Classic Cars,142,S18_1984,Mini Gifts Distributors Ltd.,4984206930,5677 Strong St.,Allentown,,France,Nelson,Sue,Medium
12864,50,105.33,4,5266.5,28/09/2018,1543,Shipped,Trucks and Buses,69,S24_2360,Handji Gifts& Co,5173019186,567 North Pendale Street,Bergen,,USA,Hernandez,Valarie,Small
12865,47,97.01,1,4559.47,19/02/2019,127,Shipped,Planes,147,S10_4962,"Australian Gift Network, Co",8763675804,Rue Joseph-Bens 532,Boras,,Japan,Freyre,Daniel,Large
12866,46,174.29,2,8017.339999999999,03/02/2020,2146,Shipped,Trucks and Buses,53,S18_1367,Mini Caravy,1498212521,"C/ Moralzarzal, 86",White Plains,,USA,Perrier,Adrian,Small
12867,32,91.34,9,2922.88,22/10/2018,216,Shipped,Trucks and Buses,68,S24_3949,"Toys of Finland, Co.",2352647928,201 Miller Street,Montreal,,France,Saveley,Diego,Large
12868,31,65.31,6,2024.6100000000001,10/03/2019,340,Shipped,Trucks and Buses,88,S24_3151,Handji Gifts& Co,1339601883,"67, rue des Cinquante Otages",Espoo,,Norway,Karttunen,Helen,Medium
12869,22,104.79,2,2305.38,15/11/2019,3044,Shipped,Classic Cars,127,S18_2325,Enaco Distributors,7320955142,"Software Engineering Center, SEC Oy",Vancouver,,Spain,O'Hara,Georg,Medium
12870,43,66.49,3,2859.0699999999997,19/02/2019,1244,Resolved,Classic Cars,64,S32_3522,"Bavarian Collectables Imports, Co.",5032799027,"C/ Moralzarzal, 86",Montreal,,France,Oeztan,Anna,Medium
12871,41,144.87,5,5939.67,18/03/2018,2276,On Hold,Ships,118,S12_4473,Canadian Gift Exchange Network,4743429724,"C/ Moralzarzal, 86",Glen Waverly,,USA,O'Hara,Henriette,Small
12872,36,30.06,1,1082.1599999999999,10/05/2020,1270,Shipped,Planes,140,S24_3856,Auto Canal Petit,8502745807,5905 Pompton St.,Espoo,,Denmark,Yoshido,Michael,Medium
12873,40,48.98,1,1959.1999999999998,03/04/2020,2409,Shipped,Classic Cars,97,S24_4258,"La Corne D'abondance, Co.",3231679979,3758 North Pendale Street,Kobenhavn,,Canada,Dewey,Akiko,Small
12874,40,109.02,6,4360.8,14/10/2019,1409,Shipped,Vintage Cars,100,S18_3259,Mini Gifts Distributors Ltd.,8564747869,"C/ Moralzarzal, 86",Lyon,,USA,Cruz,Dominique,Medium
12875,26,82.21,2,2137.46,07/07/2019,3191,Cancelled,Planes,127,S18_2325,Vitachrome Inc.,4977184656,Strada Provinciale 124,Cowes,,Spain,Freyre,Diego,Small
12876,29,81.73,3,2370.17,22/10/2019,56,Shipped,Motorcycles,50,S18_4668,Euro Shopping Channel,3442467350,78934 Hillside Dr.,Gensve,,Spain,Frick,Kyung,Medium
12877,19,62.19,2,1181.61,03/04/2020,125,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,3723865458,7825 Douglas Av.,Espoo,,Australia,Pfalzheim,Valarie,Medium
12878,20,121.0,8,2420.0,05/11/2018,3212,Shipped,Motorcycles,99,S700_3962,Enaco Distributors,4667223048,1785 First Street,Boras,,Germany,King,Paul,Medium
12879,23,103.93,14,2390.3900000000003,01/04/2020,1823,Shipped,Ships,116,S18_1097,Euro Shopping Channel,6198907848,2678 Kingston Rd.,Munich,,USA,Bertrand,Dominique,Medium
12880,45,155.69,8,7006.05,06/08/2019,2854,Shipped,Vintage Cars,99,S700_3962,"Royal Canadian Collectables, Ltd.",3944632445,"67, rue des Cinquante Otages",NYC,,USA,Hirano,Juri,Medium
12881,33,185.3,6,6114.900000000001,04/11/2019,191,Shipped,Vintage Cars,140,S24_3856,Handji Gifts& Co,3557331814,"Drammen 121, PR 744 Sentrum",Bruxelles,,USA,Nelson,Annette,Medium
12882,38,105.27,3,4000.2599999999998,21/05/2018,2265,Shipped,Classic Cars,79,S12_3990,Mini Gifts Distributors Ltd.,9337639815,1 rue Alsace-Lorraine,Paris,,USA,Brown,Sue,Small
12883,25,34.36,2,859.0,08/11/2018,3214,Shipped,Vintage Cars,147,S10_4962,"Saveley & Henriot, Co.",9461753594,Keskuskatu 45,Chatswood,,France,Henriot,Jytte,Small
12884,23,206.24,11,4743.52,01/03/2020,1826,Shipped,Classic Cars,92,S18_4409,"Norway Gifts By Mail, Co.",4817830342,Via Monte Bianco 34,Madrid,,USA,Suominen,Valarie,Small
12885,36,117.98,14,4247.28,11/05/2019,1369,Shipped,Ships,71,S18_4933,Suominen Souveniers,6673919859,"2, rue du Commerce",San Jose,,Belgium,Shimamura,Jeff,Medium
12886,37,105.18,12,3891.6600000000003,24/07/2018,2316,Shipped,Classic Cars,102,S18_1342,Mini Gifts Distributors Ltd.,3037532571,9408 Furth Circle,Bergamo,,UK,Young,Diego,Small
12887,20,126.41,7,2528.2,12/02/2019,110,Shipped,Planes,99,S700_2466,Euro Shopping Channel,3050532613,7825 Douglas Av.,Nashua,,USA,Freyre,Janine,Medium
12888,23,40.25,8,925.75,05/01/2020,2458,Shipped,Vintage Cars,207,S12_1108,Muscle Machine Inc,1376856466,9408 Furth Circle,Melbourne,,USA,Yoshido,Diego,Small
12889,30,99.57,7,2987.1,01/11/2019,358,Shipped,Ships,95,S10_1678,Mini Classics,9536706630,Fauntleroy Circus,Manchester,,UK,Yoshido,Martine,Medium
12890,20,164.61,1,3292.2000000000003,07/05/2019,613,Shipped,Classic Cars,147,S10_4962,La Rochelle Gifts,4991842759,Torikatu 38,San Jose,,USA,Young,Peter,Small
12891,23,117.47,15,2701.81,05/11/2018,377,Shipped,Classic Cars,157,S18_1662,Mini Gifts Distributors Ltd.,4054072666,Via Monte Bianco 34,Reggio Emilia,,USA,Ibsen,Kee,Medium
12892,34,72.55,11,2466.7,03/11/2019,3030,Shipped,Planes,150,S12_2823,"Saveley & Henriot, Co.",8905569380,"C/ Moralzarzal, 86",Brisbane,,USA,Sommer,Giovanni,Medium
12893,49,118.94,7,5828.0599999999995,05/11/2019,988,Shipped,Ships,102,S32_4485,Mini Gifts Distributors Ltd.,1079747633,Vinb'ltet 34,Gensve,,UK,Lincoln,Jose Pedro,Small
12894,45,49.81,1,2241.4500000000003,16/06/2018,368,Shipped,Classic Cars,109,S24_1785,Amica Models & Co.,1653328723,1785 First Street,Madrid,,France,Tam,Giovanni,Small
12895,21,60.58,3,1272.18,06/10/2018,2859,Shipped,Classic Cars,143,S18_4027,Mini Creations Ltd.,4572813238,"265, boulevard Charonne",Torino,,USA,Taylor,Paul,Small
12896,32,163.44,3,5230.08,31/05/2020,978,Shipped,Vintage Cars,100,S18_3259,Mini Classics,8289286285,2-2-8 Roppongi,Liverpool,,USA,Nelson,Elizabeth,Medium
12897,32,99.55,5,3185.6,08/09/2019,3042,Shipped,Vintage Cars,122,S18_2319,La Rochelle Gifts,9094195378,"C/ Moralzarzal, 86",Kobenhavn,,USA,Suominen,Laurence,Medium
12898,26,73.04,3,1899.0400000000002,04/03/2020,1327,Shipped,Classic Cars,33,S24_1937,Land of Toys Inc.,6934965339,"Rambla de Catalu¤a, 23",Aaarhus,,USA,Hernandez,Kyung,Medium
12899,43,62.96,11,2707.28,14/06/2019,2962,Shipped,Classic Cars,85,S24_3191,Euro Shopping Channel,8774224791,Via Ludovico il Moro 22,Salzburg,,USA,Saavedra,Diego,Medium
12900,30,159.81,8,4794.3,16/02/2020,715,Shipped,Classic Cars,76,S24_2000,Herkku Gifts,9768509932,7825 Douglas Av.,Dublin,,USA,Saavedra,Henriette,Large
12901,45,58.78,6,2645.1,06/11/2018,2005,Shipped,Vintage Cars,99,S32_1374,Mini Gifts Distributors Ltd.,1611540966,5677 Strong St.,Cowes,,Australia,Accorti,Giovanni,Small
12902,41,84.82,8,3477.62,28/09/2018,2955,Shipped,Classic Cars,77,S18_1889,Mini Gifts Distributors Ltd.,3417504667,"C/ Araquil, 67",Newark,,UK,Shimamura,Julie,Medium
12903,41,57.68,1,2364.88,20/11/2018,584,Shipped,Motorcycles,95,S10_1678,"UK Collectables, Ltd.",4967083444,201 Miller Street,Salzburg,,USA,Young,Akiko,Small
12904,27,82.39,10,2224.53,27/11/2018,1248,Shipped,Vintage Cars,151,S12_3148,Classic Legends Inc.,1529191091,"Drammen 121, PR 744 Sentrum",Koln,,UK,Ibsen,Helen,Medium
12905,49,174.42,3,8546.58,06/06/2018,3221,Shipped,Trucks and Buses,69,S24_2360,La Rochelle Gifts,5008744024,2-2-8 Roppongi,San Jose,,Austria,Connery,Rosa,Medium
12906,24,111.44,8,2674.56,16/09/2019,3148,Shipped,Classic Cars,101,S18_2949,Euro Shopping Channel,9354774990,2304 Long Airport Avenue,Lille,,Philippines,Roel,Anna,Small
12907,42,60.34,3,2534.28,19/09/2018,2900,Shipped,Vintage Cars,100,S18_3259,"Dragon Souveniers, Ltd.",6462150163,897 Long Airport Avenue,Paris,,Sweden,Frick,Wendy,Small
12908,38,112.93,13,4291.34,17/02/2018,3393,Shipped,Classic Cars,101,S18_2949,Handji Gifts& Co,6319374720,Strada Provinciale 124,San Rafael,,Germany,Da Cunha,Elizabeth,Small
12909,34,48.98,4,1665.32,06/01/2020,1367,Shipped,Motorcycles,136,S12_1666,Cambridge Collectables Co.,4557147566,"C/ Moralzarzal, 86",Salzburg,,Spain,Nelson,Annette,Small
12910,28,106.93,12,2994.04,15/10/2019,2610,Shipped,Classic Cars,88,S24_3151,Rovelli Gifts,6457482821,"Monitor Money Building, 815 Pacific Hwy",Salzburg,,Denmark,Freyre,Diego,Small
12911,42,44.78,1,1880.76,06/10/2018,3552,Shipped,Classic Cars,71,S18_4933,Scandinavian Gift Ideas,3733146217,Lyonerstr. 34,Madrid,,USA,Ashworth,Jeff,Small
12912,29,104.28,15,3024.12,03/05/2020,946,Shipped,Ships,68,S32_4289,Online Mini Collectables,3395782453,201 Miller Street,North Sydney,,Singapore,Keitel,Diego,Small
12913,41,110.69,4,4538.29,21/11/2018,2206,Shipped,Planes,105,S18_3856,Osaka Souveniers Co.,5864060363,"C/ Moralzarzal, 86",San Jose,,France,Ibsen,Christina,Small
12914,27,93.21,5,2516.6699999999996,20/03/2019,2534,Shipped,Classic Cars,118,S24_4048,L'ordine Souveniers,3130910385,Grenzacherweg 237,Strasbourg,,Denmark,Tam,Valarie,Small
12915,34,81.33,9,2765.22,02/02/2020,709,Shipped,Planes,74,S700_4002,Auto Assoc. & Cie.,9747917170,15 McCallum Street - NatWest Center #13-03,Madrid,,USA,Hernandez,Francisca,Small
12916,48,39.6,3,1900.8000000000002,25/11/2018,1553,Shipped,Motorcycles,37,S24_2972,Euro Shopping Channel,9308415579,"C/ Moralzarzal, 86",Gensve,,France,Pipps,Steve,Large
